Transaction_ID,Card_ID,Transaction_Amount,Merchant,Transaction_Type,Average_Transaction_Per_Day,Accumulated_Transactions,Average_Transaction_Amount,Accumulated_Amount,Transaction_Location,Previous_Location,Time_Difference (min),Is_Fraudulent
T729400,C72167,44.23,Amazon,E-Commerce,7,34,226.73,972.71,Ecuador,Ecuador,50.0,0
T268872,C24241,581.45,Steam,E-Commerce,9,32,562.06,8.26,Ecuador,Ecuador,92.0,0
T261502,C74675,174.59,Shein,E-Commerce,15,16,486.73,213.56,Colombia,Ecuador,39.0,1
T435764,C49115,590.54,Steam,E-Commerce,34,2,157.73,420.74,Colombia,Colombia,38.0,0
T908944,C25357,361.62,Amazon,E-Commerce,36,16,861.5,274.3,Ecuador,Colombia,88.0,0
T768318,C36904,824.84,Amazon,E-Commerce,31,14,606.19,787.91,Ecuador,Ecuador,64.0,0
T466202,C63284,995.47,Zales,E-Commerce,3,9,806.89,393.67,Ecuador,Ecuador,103.0,0
T886404,C26606,508.6,Booking,E-Commerce,20,10,874.05,336.71,Ecuador,Ecuador,73.0,0
T454453,C15787,384.33,American Airlines,E-Commerce,10,4,365.27,23.83,Ecuador,Ecuador,110.0,0
T318801,C96829,340.54,Zephora,E-Commerce,18,29,529.74,463.94,Ecuador,Ecuador,94.0,0
T534024,C53892,159.57,Delta Airlines,E-Commerce,23,25,214.11,598.95,Ecuador,Ecuador,89.0,0
T854488,C37099,975.09,Epic Games,E-Commerce,17,32,947.38,671.0,Ecuador,Ecuador,15.0,0
T348660,C72801,152.4,eBay,E-Commerce,1,36,229.99,791.99,Ecuador,Ecuador,8.0,0
T354806,C52152,197.99,Epic Games,E-Commerce,30,15,478.83,177.34,Ecuador,Ecuador,45.0,0
T867346,C49736,585.31,Delta Airlines,E-Commerce,24,16,67.4,586.83,Ecuador,Ecuador,80.0,0
T189956,C78312,50.03,eBay,E-Commerce,17,19,80.61,270.73,Ecuador,Ecuador,87.0,0
T946913,C36553,85.28,Tiffany & Co.,E-Commerce,22,35,931.56,587.38,Ecuador,Ecuador,20.0,0
T291553,C61244,104.67,Tiffany & Co.,E-Commerce,17,27,925.73,5.88,Colombia,Ecuador,21.0,0
T922949,C40674,462.22,American Airlines,E-Commerce,36,38,238.75,352.92,Colombia,Colombia,82.0,0
T469573,C74846,10.36,LATAM,E-Commerce,29,15,423.42,56.42,Colombia,Colombia,7.0,0
T334586,C12377,944.28,Walmart,E-Commerce,27,31,950.28,447.68,Colombia,Colombia,96.0,0
T986002,C57935,62.74,Epic Games,E-Commerce,36,2,222.17,592.77,Colombia,Colombia,41.0,0
T280511,C29291,960.03,Amazon,E-Commerce,14,3,70.54,678.44,Colombia,Colombia,115.0,0
T872392,C30688,723.49,American Airlines,E-Commerce,1,5,300.32,571.72,Colombia,Colombia,112.0,0
T560537,C79804,715.77,Tiffany & Co.,E-Commerce,23,16,35.65,759.5,Colombia,Colombia,36.0,0
T433820,C51858,300.14,Booking,E-Commerce,2,28,309.44,824.3,Colombia,Colombia,54.0,0
T672310,C94665,330.99,Amazon,E-Commerce,2,18,884.28,104.37,Colombia,Colombia,70.0,0
T864158,C54724,391.54,American Airlines,E-Commerce,30,20,296.99,90.1,Colombia,Colombia,17.0,0
T828345,C26814,134.96,LATAM,E-Commerce,9,8,832.86,631.17,Colombia,Colombia,67.0,0
T468166,C23965,426.51,Booking,E-Commerce,28,13,474.95,167.82,Colombia,Colombia,25.0,0
T664780,C84119,574.91,Zales,E-Commerce,2,35,568.23,104.03,Ecuador,Colombia,99.0,0
T597480,C11227,868.52,Zephora,E-Commerce,38,8,79.59,256.28,Ecuador,Ecuador,97.0,0
T823571,C85515,647.71,eBay,E-Commerce,22,36,783.12,149.26,Ecuador,Ecuador,17.0,0
T939101,C84334,248.03,Tiffany & Co.,E-Commerce,12,34,682.63,624.4,Ecuador,Ecuador,78.0,0
T705963,C40895,251.28,American Airlines,E-Commerce,29,2,669.72,70.36,Ecuador,Ecuador,94.0,0
T238485,C99403,809.31,Amazon,E-Commerce,39,20,463.46,536.29,Ecuador,Ecuador,27.0,0
T445423,C57263,807.41,Zales,E-Commerce,19,35,187.78,620.55,Ecuador,Ecuador,91.0,0
T304504,C42963,556.2,Walmart,E-Commerce,2,34,526.5,662.66,Chile,Ecuador,33.0,0
T265254,C15659,723.28,Zephora,E-Commerce,8,26,679.17,910.35,Chile,Chile,6.0,0
T683603,C36674,145.72,Tiffany & Co.,E-Commerce,13,9,407.73,126.52,Chile,Chile,26.0,0
T478580,C53645,201.51,Cartier,E-Commerce,25,37,787.62,526.07,Ecuador,Chile,117.0,1
T248294,C99899,438.23,Walmart,E-Commerce,14,19,237.11,804.57,Ecuador,Ecuador,62.0,0
T221887,C65716,346.53,LATAM,E-Commerce,4,34,465.71,654.83,Ecuador,Ecuador,38.0,0
T341679,C19509,161.99,Amazon,E-Commerce,10,21,539.4,249.92,Ecuador,Ecuador,6.0,0
T609985,C83699,24.98,Cartier,E-Commerce,29,28,980.77,571.41,Ecuador,Ecuador,22.0,0
T451178,C41820,145.33,Amazon Gift Cards,E-Commerce,31,1,953.25,642.09,Ecuador,Ecuador,18.0,0
T336024,C96456,132.71,Tiffany & Co.,E-Commerce,28,15,395.37,833.66,Ecuador,Ecuador,98.0,0
T421265,C36818,501.92,Steam,E-Commerce,15,37,530.45,581.48,Ecuador,Ecuador,60.0,0
T338125,C80520,510.16,Amazon,E-Commerce,13,2,90.73,228.23,Ecuador,Ecuador,8.0,0
T602926,C79983,869.57,Delta Airlines,E-Commerce,32,25,227.25,36.21,Ecuador,Ecuador,17.0,0
T187890,C86755,428.86,Steam,E-Commerce,37,25,622.96,277.28,Ecuador,Ecuador,40.0,0
T628066,C15922,974.39,G2A,E-Commerce,20,22,552.69,639.7,Ecuador,Ecuador,110.0,0
T245187,C69113,5.72,Delta Airlines,E-Commerce,26,35,500.61,947.88,Ecuador,Ecuador,87.0,0
T916588,C60868,523.01,eBay,E-Commerce,10,29,800.86,138.38,Ecuador,Ecuador,56.0,0
T328480,C17662,670.05,American Airlines,E-Commerce,11,20,629.04,102.69,Ecuador,Ecuador,67.0,0
T634161,C60315,811.77,eBay,E-Commerce,26,9,268.05,742.26,Ecuador,Ecuador,82.0,0
T447532,C69469,470.85,Booking,E-Commerce,23,20,147.28,970.98,Ecuador,Ecuador,39.0,0
T908601,C31997,466.84,LATAM,E-Commerce,35,22,661.13,303.15,Ecuador,Ecuador,119.0,0
T477018,C48895,194.74,Delta Airlines,E-Commerce,14,12,446.49,919.36,Ecuador,Ecuador,115.0,0
T365374,C63461,75.39,Zephora,E-Commerce,33,36,980.91,159.46,Ecuador,Ecuador,15.0,0
T150916,C93654,515.77,G2A,E-Commerce,2,23,774.8,807.48,Ecuador,Ecuador,14.0,0
T289934,C47495,808.14,G2A,E-Commerce,1,22,208.86,275.5,Ecuador,Ecuador,70.0,0
T763360,C46368,60.64,Zephora,E-Commerce,8,36,470.95,210.23,Chile,Ecuador,100.0,1
T298886,C74930,656.06,Epic Games,E-Commerce,36,28,248.63,414.63,Chile,Chile,27.0,0
T342134,C51306,591.04,American Airlines,E-Commerce,34,32,716.02,370.2,Chile,Chile,87.0,0
T108700,C91207,443.0,Epic Games,E-Commerce,26,14,188.91,49.39,Chile,Chile,47.0,0
T357207,C57008,154.5,Cartier,E-Commerce,32,2,897.19,543.05,Ecuador,Chile,49.0,0
T487221,C64607,927.61,LATAM,E-Commerce,23,27,728.31,883.04,Ecuador,Ecuador,50.0,0
T480708,C24634,556.42,G2A,E-Commerce,28,24,775.13,420.81,Ecuador,Ecuador,23.0,0
T334045,C77408,838.7,Cartier,E-Commerce,28,30,434.99,695.0,Ecuador,Ecuador,114.0,0
T181526,C35707,363.24,Zales,E-Commerce,8,14,669.59,295.0,Ecuador,Ecuador,67.0,0
T714994,C11070,370.73,American Airlines,E-Commerce,6,12,758.46,206.86,Ecuador,Ecuador,110.0,0
T731483,C47945,859.65,Zephora,E-Commerce,11,28,835.82,226.99,Ecuador,Ecuador,106.0,0
T676583,C80269,35.35,Walmart,E-Commerce,18,36,236.55,796.07,Ecuador,Ecuador,42.0,0
T448071,C47471,304.6,Booking,E-Commerce,11,7,823.67,69.26,Ecuador,Ecuador,75.0,0
T744732,C89539,249.71,Steam,E-Commerce,29,30,196.61,518.33,Ecuador,Ecuador,42.0,0
T534890,C52059,914.97,Steam,E-Commerce,11,4,104.04,91.86,Ecuador,Ecuador,55.0,0
T386968,C86748,701.16,Amazon,E-Commerce,11,18,186.19,661.4,Ecuador,Ecuador,93.0,0
T639182,C26543,49.4,Delta Airlines,E-Commerce,39,38,23.69,983.88,Ecuador,Ecuador,68.0,0
T711080,C18866,133.47,Shein,E-Commerce,9,30,712.27,424.1,Ecuador,Ecuador,50.0,0
T604585,C38904,433.14,Booking,E-Commerce,19,13,576.5,928.72,Ecuador,Ecuador,114.0,0
T287456,C35387,691.18,G2A,E-Commerce,8,2,384.43,132.84,Ecuador,Ecuador,72.0,0
T437900,C94905,90.72,Cartier,E-Commerce,33,25,583.7,549.03,Ecuador,Ecuador,44.0,0
T314960,C64151,838.13,Shein,E-Commerce,39,21,539.81,432.62,Ecuador,Ecuador,54.0,0
T554067,C91471,808.92,eBay,E-Commerce,16,33,992.72,920.46,Ecuador,Ecuador,88.0,0
T827176,C57247,713.87,Zephora,E-Commerce,39,9,693.74,628.69,Ecuador,Ecuador,75.0,0
T478782,C40721,857.85,LATAM,E-Commerce,2,33,983.15,909.88,Ecuador,Ecuador,112.0,0
T693108,C38446,468.73,Walmart,E-Commerce,1,20,362.61,248.25,Ecuador,Ecuador,100.0,0
T665975,C88175,402.24,LATAM,E-Commerce,26,18,915.29,692.69,Ecuador,Ecuador,111.0,0
T962246,C22375,819.86,LATAM,E-Commerce,28,18,422.38,805.01,Ecuador,Ecuador,33.0,0
T849263,C26138,50.75,Walmart,E-Commerce,16,18,822.22,887.7,Ecuador,Ecuador,47.0,0
T619304,C91278,26.28,Tiffany & Co.,E-Commerce,13,17,911.71,719.83,Ecuador,Ecuador,60.0,0
T639464,C58424,310.06,Tiffany & Co.,E-Commerce,20,38,305.99,814.54,Ecuador,Ecuador,16.0,0
T741117,C30486,619.64,Zephora,E-Commerce,22,18,536.31,202.73,Ecuador,Ecuador,2.0,0
T464527,C55123,427.2,Zales,E-Commerce,31,2,634.45,536.72,Ecuador,Ecuador,1.0,0
T665480,C63863,420.89,Amazon Gift Cards,E-Commerce,2,11,897.34,830.23,Ecuador,Ecuador,25.0,0
T899715,C61770,306.73,Walmart,E-Commerce,12,6,731.53,878.81,Ecuador,Ecuador,101.0,0
T150530,C72355,686.09,Amazon Gift Cards,E-Commerce,3,8,289.65,677.72,Ecuador,Ecuador,55.0,0
T966364,C43759,799.97,Zales,E-Commerce,39,9,52.68,672.93,Ecuador,Ecuador,55.0,0
T692223,C32415,792.23,Walmart,E-Commerce,36,17,164.0,485.5,Ecuador,Ecuador,45.0,0
T408868,C16582,722.09,Amazon Gift Cards,E-Commerce,2,13,597.9,651.88,Ecuador,Ecuador,1.0,0
T895172,C71867,880.61,LATAM,E-Commerce,17,15,873.29,386.75,Ecuador,Ecuador,111.0,0
T768988,C15439,104.94,Shein,E-Commerce,18,31,340.72,968.9,Ecuador,Ecuador,56.0,0
T391414,C53513,728.58,Booking,E-Commerce,3,13,937.54,86.25,Ecuador,Ecuador,50.0,0
T757512,C27970,120.12,Shein,E-Commerce,20,33,994.09,283.61,Ecuador,Ecuador,81.0,0
T518690,C73931,796.67,Epic Games,E-Commerce,12,32,375.58,942.55,Ecuador,Ecuador,62.0,0
T587694,C81581,352.63,eBay,E-Commerce,29,20,667.3,638.99,Ecuador,Ecuador,10.0,0
T654606,C15979,878.4,LATAM,E-Commerce,17,3,705.7,351.65,Ecuador,Ecuador,35.0,0
T216523,C67209,213.75,Tiffany & Co.,E-Commerce,7,27,871.42,391.63,Ecuador,Ecuador,94.0,0
T372803,C66959,407.0,Delta Airlines,E-Commerce,10,25,211.66,47.04,Ecuador,Ecuador,38.0,0
T525540,C94240,758.96,Epic Games,E-Commerce,8,23,904.44,349.37,Ecuador,Ecuador,57.0,0
T786865,C91960,263.85,G2A,E-Commerce,27,35,859.89,801.65,Ecuador,Ecuador,9.0,0
T791815,C28606,556.69,Amazon,E-Commerce,13,22,838.47,434.32,Ecuador,Ecuador,30.0,0
T920491,C48735,662.15,Amazon,E-Commerce,16,9,720.2,263.53,Ecuador,Ecuador,94.0,0
T378994,C86980,309.67,Walmart,E-Commerce,39,12,869.91,937.49,Ecuador,Ecuador,43.0,0
T235549,C84386,560.86,Delta Airlines,E-Commerce,32,21,137.49,969.2,Ecuador,Ecuador,64.0,0
T266955,C91611,988.75,American Airlines,E-Commerce,16,31,151.56,387.49,Ecuador,Ecuador,43.0,0
T833246,C59494,263.45,G2A,E-Commerce,14,26,109.5,514.77,Ecuador,Ecuador,107.0,0
T829026,C87539,394.7,Zephora,E-Commerce,30,7,73.88,529.93,Ecuador,Ecuador,101.0,0
T964865,C20864,711.83,Epic Games,E-Commerce,36,21,4.37,597.17,Ecuador,Ecuador,77.0,0
T172721,C89990,260.71,Delta Airlines,E-Commerce,9,34,28.02,64.01,Ecuador,Ecuador,64.0,0
T562479,C18996,3.09,Amazon,E-Commerce,34,9,570.64,832.26,Ecuador,Ecuador,99.0,0
T579655,C44042,542.6,G2A,E-Commerce,20,24,264.83,596.01,Ecuador,Ecuador,22.0,0
T448830,C91339,864.51,Cartier,E-Commerce,7,25,375.48,739.34,Ecuador,Ecuador,60.0,0
T444172,C50180,99.31,Zephora,E-Commerce,7,38,978.77,110.64,Ecuador,Ecuador,14.0,0
T284279,C12128,122.91,Shein,E-Commerce,30,23,83.33,767.12,Ecuador,Ecuador,64.0,0
T633580,C90973,51.56,American Airlines,E-Commerce,12,8,290.36,865.11,Ecuador,Ecuador,1.0,0
T357139,C88385,37.79,G2A,E-Commerce,5,27,20.17,475.16,Ecuador,Ecuador,19.0,0
T115261,C65182,268.04,American Airlines,E-Commerce,29,10,977.03,68.35,Ecuador,Ecuador,115.0,0
T943997,C30857,346.69,Walmart,E-Commerce,28,27,549.64,368.19,Ecuador,Ecuador,68.0,0
T613249,C53727,51.5,Steam,E-Commerce,34,7,876.05,318.71,Ecuador,Ecuador,62.0,0
T215942,C30884,824.81,Amazon,E-Commerce,38,3,670.07,319.06,Ecuador,Ecuador,28.0,0
T865583,C76831,829.81,eBay,E-Commerce,25,20,496.87,999.07,Ecuador,Ecuador,35.0,0
T693673,C54928,121.02,Cartier,E-Commerce,19,7,1.3,750.53,Ecuador,Ecuador,7.0,0
T813095,C72081,610.86,Delta Airlines,E-Commerce,20,18,592.56,905.2,Ecuador,Ecuador,109.0,0
T346410,C68318,485.12,Zales,E-Commerce,34,15,577.35,922.13,Ecuador,Ecuador,33.0,0
T801025,C16109,570.61,Walmart,E-Commerce,18,10,529.92,299.31,Ecuador,Ecuador,47.0,0
T224618,C62633,420.37,Amazon Gift Cards,E-Commerce,23,29,226.55,830.48,Ecuador,Ecuador,88.0,0
T689995,C80182,158.96,Amazon Gift Cards,E-Commerce,36,14,371.81,861.41,Ecuador,Ecuador,16.0,0
T815257,C15406,641.67,American Airlines,E-Commerce,18,19,640.29,893.07,Ecuador,Ecuador,91.0,0
T886612,C36646,866.85,Booking,E-Commerce,14,23,395.48,847.21,Ecuador,Ecuador,110.0,0
T532593,C95529,934.97,Booking,E-Commerce,21,1,843.97,210.77,Ecuador,Ecuador,101.0,0
T518654,C85171,691.78,Shein,E-Commerce,34,5,729.15,878.39,Ecuador,Ecuador,73.0,0
T314252,C62367,398.7,Zales,E-Commerce,20,10,279.4,239.2,Ecuador,Ecuador,96.0,0
T533704,C54246,418.68,Zephora,E-Commerce,14,18,985.62,95.31,Ecuador,Ecuador,100.0,0
T926502,C28392,553.4,Cartier,E-Commerce,39,9,612.45,845.44,Ecuador,Ecuador,90.0,0
T585613,C79762,694.02,Zephora,E-Commerce,19,27,115.56,892.38,Ecuador,Ecuador,38.0,0
T856438,C60863,579.2,LATAM,E-Commerce,11,29,363.37,639.86,Ecuador,Ecuador,42.0,0
T445030,C44907,355.89,Tiffany & Co.,E-Commerce,25,10,744.77,523.24,Ecuador,Ecuador,119.0,0
T579091,C72122,750.03,Zephora,E-Commerce,38,2,160.58,235.58,Ecuador,Ecuador,97.0,0
T377121,C60162,480.86,Booking,E-Commerce,15,30,989.91,518.3,Ecuador,Ecuador,110.0,0
T365512,C23906,67.37,Zales,E-Commerce,25,25,18.07,165.57,Ecuador,Ecuador,15.0,0
T918225,C99413,618.6,Zephora,E-Commerce,30,39,686.8,241.92,Ecuador,Ecuador,22.0,0
T196559,C96384,649.07,Walmart,E-Commerce,25,8,555.19,470.54,Ecuador,Ecuador,45.0,0
T489703,C61958,416.57,G2A,E-Commerce,6,8,586.88,486.72,Ecuador,Ecuador,108.0,0
T407685,C92053,473.03,Amazon Gift Cards,E-Commerce,15,3,526.62,251.8,Ecuador,Ecuador,116.0,0
T910096,C53270,803.87,Epic Games,E-Commerce,30,26,542.88,932.39,Ecuador,Ecuador,50.0,0
T966019,C76567,560.57,Steam,E-Commerce,39,18,678.62,999.32,Ecuador,Ecuador,50.0,0
T603144,C13941,265.44,LATAM,E-Commerce,20,10,353.31,361.42,Ecuador,Ecuador,85.0,0
T490777,C60623,779.28,Amazon,E-Commerce,27,13,544.16,93.34,Ecuador,Ecuador,12.0,0
T652997,C92425,508.15,Cartier,E-Commerce,15,12,194.15,631.58,Ecuador,Ecuador,3.0,0
T565655,C81078,831.46,Amazon Gift Cards,E-Commerce,33,19,240.2,951.79,Ecuador,Ecuador,66.0,0
T772635,C88493,865.13,Cartier,E-Commerce,5,39,662.2,723.75,Ecuador,Ecuador,4.0,0
T925097,C42645,146.51,eBay,E-Commerce,36,22,198.64,875.41,Ecuador,Ecuador,87.0,0
T415957,C10399,697.73,Amazon,E-Commerce,10,31,215.97,803.71,Ecuador,Ecuador,26.0,0
T719555,C23071,660.19,Amazon Gift Cards,E-Commerce,5,28,867.56,586.22,Ecuador,Ecuador,102.0,0
T172325,C45912,74.24,Amazon Gift Cards,E-Commerce,23,20,684.03,442.53,Ecuador,Ecuador,67.0,0
T801982,C27162,679.88,LATAM,E-Commerce,19,16,100.17,930.79,Ecuador,Ecuador,14.0,0
T981300,C59710,981.98,Shein,E-Commerce,28,16,587.37,688.59,Ecuador,Ecuador,16.0,0
T590954,C16598,694.78,Delta Airlines,E-Commerce,24,25,46.86,559.32,Ecuador,Ecuador,101.0,0
T352765,C12087,544.82,American Airlines,E-Commerce,22,9,507.38,85.68,Ecuador,Ecuador,68.0,0
T794907,C93351,390.83,Steam,E-Commerce,38,8,673.18,657.57,Chile,Ecuador,82.0,0
T165203,C44067,912.73,Amazon,E-Commerce,23,10,861.51,567.65,Chile,Chile,13.0,0
T471801,C91760,56.56,Amazon,E-Commerce,32,21,551.05,256.71,Chile,Chile,58.0,0
T825369,C64610,594.59,Delta Airlines,E-Commerce,21,6,849.87,474.84,Chile,Chile,9.0,0
T190851,C35322,490.45,Delta Airlines,E-Commerce,6,4,94.5,329.5,Chile,Chile,14.0,0
T412062,C56113,514.11,Zales,E-Commerce,36,27,795.35,689.24,Chile,Chile,118.0,0
T550872,C21395,599.34,Amazon,E-Commerce,28,39,774.77,644.76,Chile,Chile,57.0,0
T227693,C74043,862.76,Epic Games,E-Commerce,8,15,458.76,1.53,Chile,Chile,66.0,0
T778473,C80551,305.02,Epic Games,E-Commerce,16,19,978.32,537.05,Chile,Chile,75.0,0
T602207,C82173,666.22,Booking,E-Commerce,33,32,59.72,221.28,Chile,Chile,58.0,0
T441620,C26648,954.24,Shein,E-Commerce,36,10,65.74,286.76,Peru,Chile,92.0,0
T100756,C98572,627.71,Steam,E-Commerce,13,20,431.04,125.8,Peru,Peru,94.0,0
T666447,C24035,949.72,G2A,E-Commerce,18,25,174.11,160.9,Peru,Peru,83.0,0
T764840,C74919,543.4,Delta Airlines,E-Commerce,10,37,459.38,422.66,Peru,Peru,90.0,0
T301210,C22170,903.06,Shein,E-Commerce,14,19,408.81,552.66,Ecuador,Peru,51.0,0
T447643,C37200,253.01,Shein,E-Commerce,35,39,749.41,780.58,Ecuador,Ecuador,99.0,0
T751808,C99240,90.43,Delta Airlines,E-Commerce,13,35,402.58,438.12,Ecuador,Ecuador,101.0,0
T284756,C73822,492.3,Tiffany & Co.,E-Commerce,14,37,341.72,129.55,Ecuador,Ecuador,18.0,0
T451161,C94425,236.32,Zales,E-Commerce,30,34,846.92,870.91,Ecuador,Ecuador,108.0,0
T868065,C14976,427.05,Shein,E-Commerce,14,5,113.58,53.2,Ecuador,Ecuador,17.0,0
T210685,C73783,867.71,Delta Airlines,E-Commerce,8,15,88.39,16.63,Ecuador,Ecuador,23.0,0
T703792,C89917,135.22,Cartier,E-Commerce,14,21,222.62,596.55,Ecuador,Ecuador,87.0,0
T217082,C85904,155.81,Walmart,E-Commerce,38,3,446.45,738.61,Ecuador,Ecuador,11.0,0
T298330,C16671,147.67,Zephora,E-Commerce,29,27,628.72,182.29,Ecuador,Ecuador,3.0,0
T471451,C38527,574.94,Zales,E-Commerce,12,39,426.07,655.13,Ecuador,Ecuador,79.0,0
T115295,C72664,88.71,Walmart,E-Commerce,6,16,617.78,52.35,Ecuador,Ecuador,57.0,0
T736881,C82799,337.55,Walmart,E-Commerce,25,21,545.51,949.31,Ecuador,Ecuador,8.0,0
T278888,C58701,319.97,eBay,E-Commerce,34,8,673.72,760.06,Ecuador,Ecuador,10.0,0
T541969,C84473,515.66,Delta Airlines,E-Commerce,21,9,690.81,76.83,Ecuador,Ecuador,51.0,0
T344454,C24861,407.28,Epic Games,E-Commerce,19,10,958.45,116.69,Ecuador,Ecuador,3.0,0
T420267,C98204,423.46,Tiffany & Co.,E-Commerce,7,12,450.19,509.81,Ecuador,Ecuador,47.0,0
T290674,C27210,420.83,Amazon Gift Cards,E-Commerce,33,37,793.13,838.2,Ecuador,Ecuador,119.0,0
T826182,C26193,540.25,Epic Games,E-Commerce,1,39,458.88,728.97,Ecuador,Ecuador,86.0,0
T648067,C31940,753.56,American Airlines,E-Commerce,34,16,543.61,915.97,Ecuador,Ecuador,52.0,0
T819269,C66218,70.16,Zales,E-Commerce,11,15,526.41,768.34,Ecuador,Ecuador,69.0,0
T167086,C59239,823.21,G2A,E-Commerce,21,39,818.72,891.64,Ecuador,Ecuador,28.0,0
T820278,C32287,196.01,Zales,E-Commerce,13,4,783.39,521.12,Ecuador,Ecuador,1.0,0
T803276,C28698,965.17,eBay,E-Commerce,3,5,48.03,596.42,Ecuador,Ecuador,85.0,0
T457402,C15741,660.06,American Airlines,E-Commerce,25,22,946.05,599.64,Ecuador,Ecuador,44.0,0
T476099,C29087,738.3,Epic Games,E-Commerce,34,19,229.11,70.53,Ecuador,Ecuador,52.0,0
T729197,C15049,295.84,Epic Games,E-Commerce,28,39,158.9,435.97,Ecuador,Ecuador,112.0,0
T268258,C12777,875.58,American Airlines,E-Commerce,20,14,93.58,993.12,Ecuador,Ecuador,102.0,0
T904978,C68281,403.42,Booking,E-Commerce,27,31,382.29,241.05,Ecuador,Ecuador,117.0,0
T579861,C19186,38.54,Delta Airlines,E-Commerce,34,15,175.53,197.74,Ecuador,Ecuador,69.0,0
T765935,C39714,919.21,Shein,E-Commerce,29,31,18.19,310.91,Ecuador,Ecuador,20.0,0
T801874,C20488,497.39,Shein,E-Commerce,1,28,366.82,429.1,Ecuador,Ecuador,8.0,0
T870306,C77513,565.96,eBay,E-Commerce,23,35,763.94,6.89,Ecuador,Ecuador,104.0,0
T320217,C56191,767.03,Shein,E-Commerce,19,18,437.43,949.79,Ecuador,Ecuador,92.0,0
T957343,C54013,548.65,Shein,E-Commerce,35,37,388.21,412.33,Ecuador,Ecuador,46.0,0
T231505,C92521,781.85,Amazon,E-Commerce,29,25,134.42,864.94,Ecuador,Ecuador,100.0,0
T623605,C90205,275.2,Shein,E-Commerce,17,29,918.15,685.42,Ecuador,Ecuador,102.0,0
T858097,C51300,746.06,Walmart,E-Commerce,14,10,441.63,795.27,Ecuador,Ecuador,47.0,0
T188868,C68427,727.21,eBay,E-Commerce,28,32,542.15,973.08,Ecuador,Ecuador,43.0,0
T922824,C66569,896.95,Walmart,E-Commerce,23,28,719.03,884.91,Ecuador,Ecuador,85.0,0
T552423,C59677,624.51,Booking,E-Commerce,12,31,946.98,388.78,Ecuador,Ecuador,45.0,0
T949315,C62195,392.72,Zephora,E-Commerce,36,25,192.24,964.83,Ecuador,Ecuador,84.0,0
T205491,C53842,66.24,Epic Games,E-Commerce,36,1,551.17,982.2,Ecuador,Ecuador,45.0,0
T130890,C71832,976.09,Steam,E-Commerce,9,23,789.85,419.2,Ecuador,Ecuador,81.0,0
T722158,C36638,42.89,Cartier,E-Commerce,9,11,453.24,947.92,Ecuador,Ecuador,104.0,0
T500864,C91666,157.69,Zephora,E-Commerce,7,10,365.16,711.79,Ecuador,Ecuador,95.0,0
T917529,C46559,361.49,Zephora,E-Commerce,28,25,510.58,567.98,Ecuador,Ecuador,63.0,0
T985031,C87320,316.67,Amazon Gift Cards,E-Commerce,8,22,771.84,350.73,Ecuador,Ecuador,112.0,0
T196298,C92394,885.5,Booking,E-Commerce,2,5,848.61,260.43,Ecuador,Ecuador,40.0,0
T734654,C41581,63.57,Zephora,E-Commerce,4,23,322.3,822.2,Ecuador,Ecuador,10.0,0
T870370,C74377,453.11,LATAM,E-Commerce,7,13,772.52,886.99,Ecuador,Ecuador,90.0,0
T861159,C95472,406.26,LATAM,E-Commerce,14,22,312.03,686.59,Ecuador,Ecuador,104.0,0
T313253,C21528,717.68,Shein,E-Commerce,17,38,962.01,833.63,Ecuador,Ecuador,8.0,0
T555158,C88674,495.05,eBay,E-Commerce,18,39,275.18,639.79,Ecuador,Ecuador,97.0,0
T939562,C81898,224.92,Cartier,E-Commerce,20,25,740.78,532.91,Ecuador,Ecuador,69.0,0
T205564,C78273,940.64,Booking,E-Commerce,9,30,754.12,873.27,Ecuador,Ecuador,53.0,0
T910185,C73773,524.92,Tiffany & Co.,E-Commerce,20,30,615.14,706.55,Ecuador,Ecuador,91.0,0
T249012,C22945,515.36,Walmart,E-Commerce,7,37,825.15,959.97,Ecuador,Ecuador,75.0,0
T307010,C95510,174.53,Booking,E-Commerce,18,10,335.95,849.92,Ecuador,Ecuador,113.0,0
T314560,C24804,367.1,Tiffany & Co.,E-Commerce,25,25,613.91,621.08,Ecuador,Ecuador,39.0,0
T346741,C59071,219.01,Booking,E-Commerce,9,21,802.77,147.75,Ecuador,Ecuador,32.0,0
T226446,C88775,784.51,G2A,E-Commerce,16,20,830.51,519.41,Ecuador,Ecuador,82.0,0
T773784,C57215,325.47,Epic Games,E-Commerce,18,9,164.18,673.41,Ecuador,Ecuador,81.0,0
T874659,C42491,288.94,Booking,E-Commerce,8,23,734.77,868.94,Ecuador,Ecuador,12.0,0
T642642,C60877,900.1,Zephora,E-Commerce,19,3,165.03,864.68,Ecuador,Ecuador,43.0,0
T657435,C44897,981.51,eBay,E-Commerce,12,33,297.06,324.77,Ecuador,Ecuador,18.0,0
T199129,C21871,895.5,Booking,E-Commerce,15,27,386.75,319.65,Ecuador,Ecuador,59.0,0
T806287,C79258,94.26,Tiffany & Co.,E-Commerce,14,35,918.07,422.83,Ecuador,Ecuador,50.0,0
T537855,C60320,300.89,Amazon,E-Commerce,18,19,381.44,859.11,Ecuador,Ecuador,54.0,0
T869048,C90002,595.47,Tiffany & Co.,E-Commerce,11,6,968.51,465.73,Ecuador,Ecuador,48.0,0
T927387,C63504,829.72,Amazon,E-Commerce,36,39,262.44,65.78,Ecuador,Ecuador,38.0,0
